xid,floorplans,Formatted Floor Plans
146207,"[('Saleable', '3 BHK 1965 Sq. Ft. Apartment', '(Saleable)', '1965 Sq. Ft.', 'Rs 1.20 Cr'), ('Saleable', '3 BHK 2542 Sq. Ft. Apartment', '(Saleable)', '2542 Sq. Ft.', 'Rs 1.55 Cr'), ('Saleable', '3 BHK 2904 Sq. Ft. Apartment', '(Saleable)', '2904 Sq. Ft.', 'Rs 1.77 Cr'), ('Saleable', '4 BHK 3062 Sq. Ft. Apartment', '(Saleable)', '3062 Sq. Ft.', 'Rs 1.86 Cr'), ('Saleable', '4 BHK 3352 Sq. Ft. Apartment', '(Saleable)', '3352 Sq. Ft.', 'Rs 2.04 Cr'), ('Saleable', '4 BHK 3456 Sq. Ft. Apartment', '(Saleable)', '3456 Sq. Ft.', 'Rs 2.10 Cr')]","3 BHK 1965 Sq. Ft. Apartment, Saleable, 1965 Sq., Saleable, 1965 Sq. Ft., Rs 1.20 Cr | 3 BHK 2542 Sq. Ft. Apartment, Saleable, 2542 Sq., Saleable, 2542 Sq. Ft., Rs 1.55 Cr | 3 BHK 2904 Sq. Ft. Apartment, Saleable, 2904 Sq., Saleable, 2904 Sq. Ft., Rs 1.77 Cr | 4 BHK 3062 Sq. Ft. Apartment, Saleable, 3062 Sq., Saleable, 3062 Sq. Ft., Rs 1.86 Cr | 4 BHK 3352 Sq. Ft. Apartment, Saleable, 3352 Sq., Saleable, 3352 Sq. Ft., Rs 2.04 Cr | 4 BHK 3456 Sq. Ft. Apartment, Saleable, 3456 Sq., Saleable, 3456 Sq. Ft., Rs 2.10 Cr"
412546,"[('Saleable', '4 BHK 3577 Sq. Ft. Apartment', '(Saleable)', '3577 Sq. Ft.', 'Rs 7.84 Cr'), ('Saleable', '4 BHK 5472 Sq. Ft. Penthouse', '(Saleable)', '5472 Sq. Ft.', 'Rs 11.99 Cr')]","4 BHK 3577 Sq. Ft. Apartment, Saleable, 3577 Sq., Saleable, 3577 Sq. Ft., Rs 7.84 Cr | 4 BHK 5472 Sq. Ft. Penthouse, Saleable, 5472 Sq., Saleable, 5472 Sq. Ft., Rs 11.99 Cr"
423388,"[('Saleable', '3 BHK 2282 Sq. Ft. Apartment', '(Saleable)', '2282 Sq. Ft.', 'Rs 4.23 Cr'), ('Saleable', '3 BHK 2440 Sq. Ft. Apartment', '(Saleable)', '2440 Sq. Ft.', 'Rs 4.75 Cr'), ('Saleable', '4 BHK 3475 Sq. Ft. Apartment', '(Saleable)', '3475 Sq. Ft.', 'Rs 7.30 Cr')]","3 BHK 2282 Sq. Ft. Apartment, Saleable, 2282 Sq., Saleable, 2282 Sq. Ft., Rs 4.23 Cr | 3 BHK 2440 Sq. Ft. Apartment, Saleable, 2440 Sq., Saleable, 2440 Sq. Ft., Rs 4.75 Cr | 4 BHK 3475 Sq. Ft. Apartment, Saleable, 3475 Sq., Saleable, 3475 Sq. Ft., Rs 7.30 Cr"
423473,"[('Saleable', '4 BHK 4781 Sq. Ft. Apartment', '(Saleable)', '4781 Sq. Ft.', 'Rs 10.52 Cr'), ('Saleable', '4 BHK 3710 Sq. Ft. Apartment', '(Saleable)', '3710 Sq. Ft.', 'Rs 8.16 Cr')]","4 BHK 4781 Sq. Ft. Apartment, Saleable, 4781 Sq., Saleable, 4781 Sq. Ft., Rs 10.52 Cr | 4 BHK 3710 Sq. Ft. Apartment, Saleable, 3710 Sq., Saleable, 3710 Sq. Ft., Rs 8.16 Cr"
302889,"[('Saleable', '2 BHK 1165 Sq. Ft. Apartment', '(Carpet)', '720 Sq. Ft.', 'Rs 1.39 Cr'), ('Saleable', '3 BHK 1385 Sq. Ft. Apartment', '(Carpet)', '930 Sq. Ft.', 'Rs 1.65 Cr'), ('Saleable', '3 BHK 1625 Sq. Ft. Apartment', '(Carpet)', '1010 Sq. Ft.', 'Rs 1.93 Cr')]","2 BHK 1165 Sq. Ft. Apartment, Saleable, 1165 Sq., Carpet, 720 Sq. Ft., Rs 1.39 Cr | 3 BHK 1385 Sq. Ft. Apartment, Saleable, 1385 Sq., Carpet, 930 Sq. Ft., Rs 1.65 Cr | 3 BHK 1625 Sq. Ft. Apartment, Saleable, 1625 Sq., Carpet, 1010 Sq. Ft., Rs 1.93 Cr"
123483,"[('Saleable', '2 BHK 945 Sq. Ft. Apartment', '(Carpet)', '594 Sq. Ft.', 'Rs 1.13 Cr'), ('Saleable', '2 BHK 1050 Sq. Ft. Apartment', '(Carpet)', '625 Sq. Ft.', 'Rs 1.26 Cr'), ('Saleable', '2 BHK 1245 Sq. Ft. Apartment', '(Carpet)', '754 Sq. Ft.', 'Rs 1.49 Cr'), ('Saleable', '3 BHK 1565 Sq. Ft. Apartment', '(Carpet)', '933 Sq. Ft.', 'Rs 1.88 Cr'), ('Saleable', '3 BHK 1750 Sq. Ft. Penthouse', '(Carpet)', '933 Sq. Ft.', 'Rs 2.10 Cr'), ('Saleable', '3 BHK 2315 Sq. Ft. Penthouse', '(Carpet)', '1222 Sq. Ft.', 'Rs 2.78 Cr'), ('Saleable', '4 BHK 1875 Sq. Ft. Apartment', '(Carpet)', '1127 Sq. Ft.', 'Rs 2.25 Cr'), ('Saleable', '4 BHK 2790 Sq. Ft. Penthouse', '(Carpet)', '1595 Sq. Ft.', 'Rs 3.35 Cr')]","2 BHK 945 Sq. Ft. Apartment, Saleable, 945 Sq., Carpet, 594 Sq. Ft., Rs 1.13 Cr | 2 BHK 1050 Sq. Ft. Apartment, Saleable, 1050 Sq., Carpet, 625 Sq. Ft., Rs 1.26 Cr | 2 BHK 1245 Sq. Ft. Apartment, Saleable, 1245 Sq., Carpet, 754 Sq. Ft., Rs 1.49 Cr | 3 BHK 1565 Sq. Ft. Apartment, Saleable, 1565 Sq., Carpet, 933 Sq. Ft., Rs 1.88 Cr | 3 BHK 1750 Sq. Ft. Penthouse, Saleable, 1750 Sq., Carpet, 933 Sq. Ft., Rs 2.10 Cr | 3 BHK 2315 Sq. Ft. Penthouse, Saleable, 2315 Sq., Carpet, 1222 Sq. Ft., Rs 2.78 Cr | 4 BHK 1875 Sq. Ft. Apartment, Saleable, 1875 Sq., Carpet, 1127 Sq. Ft., Rs 2.25 Cr | 4 BHK 2790 Sq. Ft. Penthouse, Saleable, 2790 Sq., Carpet, 1595 Sq. Ft., Rs 3.35 Cr"
12900,"[('Saleable', '2 BHK 1035 Sq. Ft. Apartment', '(Saleable)', '1035 Sq. Ft.', 'Rs 72.45 Lac'), ('Saleable', '2 BHK 925 Sq. Ft. Apartment', '(Saleable)', '925 Sq. Ft.', 'Rs 64.75 Lac'), ('Saleable', '3 BHK 1430 Sq. Ft. Apartment', '(Saleable)', '1430 Sq. Ft.', 'Rs 1.00 Cr'), ('Saleable', '3 BHK 1635 Sq. Ft. Apartment', '(Saleable)', '1635 Sq. Ft.', 'Rs 1.14 Cr'), ('Saleable', '3 BHK 1980 Sq. Ft. Apartment', '(Saleable)', '1980 Sq. Ft.', 'Rs 1.39 Cr'), ('Saleable', '4 BHK 2045 Sq. Ft. Apartment', '(Saleable)', '2045 Sq. Ft.', 'Rs 1.43 Cr')]","2 BHK 1035 Sq. Ft. Apartment, Saleable, 1035 Sq., Saleable, 1035 Sq. Ft., Rs 72.45 Lac | 2 BHK 925 Sq. Ft. Apartment, Saleable, 925 Sq., Saleable, 925 Sq. Ft., Rs 64.75 Lac | 3 BHK 1430 Sq. Ft. Apartment, Saleable, 1430 Sq., Saleable, 1430 Sq. Ft., Rs 1.00 Cr | 3 BHK 1635 Sq. Ft. Apartment, Saleable, 1635 Sq., Saleable, 1635 Sq. Ft., Rs 1.14 Cr | 3 BHK 1980 Sq. Ft. Apartment, Saleable, 1980 Sq., Saleable, 1980 Sq. Ft., Rs 1.39 Cr | 4 BHK 2045 Sq. Ft. Apartment, Saleable, 2045 Sq., Saleable, 2045 Sq. Ft., Rs 1.43 Cr"
422426,"[('Saleable', '2 BHK 1085 Sq. Ft. Apartment', '(Saleable)', '1085 Sq. Ft.', 'Rs 2.06 Cr'), ('Saleable', '2 BHK 1266 Sq. Ft. Apartment', '(Saleable)', '1266 Sq. Ft.', 'Rs 2.41 Cr'), ('Saleable', '3 BHK 1676 Sq. Ft. Apartment', '(Saleable)', '1676 Sq. Ft.', 'Rs 3.18 Cr'), ('Saleable', '3 BHK 2211 Sq. Ft. Apartment', '(Saleable)', '2211 Sq. Ft.', 'Rs 4.20 Cr'), ('Saleable', '4 BHK 2433 Sq. Ft. Apartment', '(Saleable)', '2433 Sq. Ft.', 'Rs 4.62 Cr'), ('Saleable', '4 BHK 3221 Sq. Ft. Apartment', '(Saleable)', '3221 Sq. Ft.', 'Rs 6.12 Cr')]","2 BHK 1085 Sq. Ft. Apartment, Saleable, 1085 Sq., Saleable, 1085 Sq. Ft., Rs 2.06 Cr | 2 BHK 1266 Sq. Ft. Apartment, Saleable, 1266 Sq., Saleable, 1266 Sq. Ft., Rs 2.41 Cr | 3 BHK 1676 Sq. Ft. Apartment, Saleable, 1676 Sq., Saleable, 1676 Sq. Ft., Rs 3.18 Cr | 3 BHK 2211 Sq. Ft. Apartment, Saleable, 2211 Sq., Saleable, 2211 Sq. Ft., Rs 4.20 Cr | 4 BHK 2433 Sq. Ft. Apartment, Saleable, 2433 Sq., Saleable, 2433 Sq. Ft., Rs 4.62 Cr | 4 BHK 3221 Sq. Ft. Apartment, Saleable, 3221 Sq., Saleable, 3221 Sq. Ft., Rs 6.12 Cr"
10356,"[('Saleable', '1 BHK 790 Sq. Ft. Apartment', '(Saleable)', '790 Sq. Ft.', 'Rs 70.92 Lac'), ('Saleable', '2 BHK 920 Sq. Ft. Apartment', '(Saleable)', '920 Sq. Ft.', 'Rs 82.11 Lac'), ('Saleable', '2 BHK 1045 Sq. Ft. Apartment', '(Saleable)', '1045 Sq. Ft.', 'Rs 92.87 Lac'), ('Saleable', '3 BHK 1405 Sq. Ft. Apartment', '(Saleable)', '1405 Sq. Ft.', 'Rs 1.24 Cr'), ('Saleable', '3 BHK 1495 Sq. Ft. Apartment', '(Saleable)', '1495 Sq. Ft.', 'Rs 1.32 Cr')]","1 BHK 790 Sq. Ft. Apartment, Saleable, 790 Sq., Saleable, 790 Sq. Ft., Rs 70.92 Lac | 2 BHK 920 Sq. Ft. Apartment, Saleable, 920 Sq., Saleable, 920 Sq. Ft., Rs 82.11 Lac | 2 BHK 1045 Sq. Ft. Apartment, Saleable, 1045 Sq., Saleable, 1045 Sq. Ft., Rs 92.87 Lac | 3 BHK 1405 Sq. Ft. Apartment, Saleable, 1405 Sq., Saleable, 1405 Sq. Ft., Rs 1.24 Cr | 3 BHK 1495 Sq. Ft. Apartment, Saleable, 1495 Sq., Saleable, 1495 Sq. Ft., Rs 1.32 Cr"
298821,"[('Saleable', '3 BHK 2007 Sq. Ft. Apartment', '(Carpet)', '1608 Sq. Ft.', 'Rs 6.02 Cr'), ('Saleable', '3 BHK 2031 Sq. Ft. Apartment', '(Carpet)', '1630 Sq. Ft.', 'Rs 6.09 Cr'), ('Saleable', '4 BHK 2603 Sq. Ft. Apartment', '(Carpet)', '2100 Sq. Ft.', 'Rs 7.42 Cr'), ('Saleable', '4 BHK 2763 Sq. Ft. Apartment', '(Carpet)', '2126 Sq. Ft.', 'Rs 7.88 Cr')]","3 BHK 2007 Sq. Ft. Apartment, Saleable, 2007 Sq., Carpet, 1608 Sq. Ft., Rs 6.02 Cr | 3 BHK 2031 Sq. Ft. Apartment, Saleable, 2031 Sq., Carpet, 1630 Sq. Ft., Rs 6.09 Cr | 4 BHK 2603 Sq. Ft. Apartment, Saleable, 2603 Sq., Carpet, 2100 Sq. Ft., Rs 7.42 Cr | 4 BHK 2763 Sq. Ft. Apartment, Saleable, 2763 Sq., Carpet, 2126 Sq. Ft., Rs 7.88 Cr"
1223,"[('Saleable', '2 BHK 1150 Sq. Ft. Apartment', '(Carpet)', '702 Sq. Ft.', 'Rs 1.55 Cr'), ('Saleable', '2 BHK 1315 Sq. Ft. Apartment', '(Carpet)', '819 Sq. Ft.', 'Rs 1.77 Cr'), ('Saleable', '3 BHK 1466 Sq. Ft. Apartment', '(Carpet)', '905 Sq. Ft.', 'Rs 1.97 Cr'), ('Saleable', '3 BHK 1700 Sq. Ft. Apartment', '(Carpet)', '1115 Sq. Ft.', 'Rs 2.28 Cr'), ('Saleable', '4 BHK 2075 Sq. Ft. Apartment', '(Carpet)', '1364 Sq. Ft.', 'Rs 2.78 Cr')]","2 BHK 1150 Sq. Ft. Apartment, Saleable, 1150 Sq., Carpet, 702 Sq. Ft., Rs 1.55 Cr | 2 BHK 1315 Sq. Ft. Apartment, Saleable, 1315 Sq., Carpet, 819 Sq. Ft., Rs 1.77 Cr | 3 BHK 1466 Sq. Ft. Apartment, Saleable, 1466 Sq., Carpet, 905 Sq. Ft., Rs 1.97 Cr | 3 BHK 1700 Sq. Ft. Apartment, Saleable, 1700 Sq., Carpet, 1115 Sq. Ft., Rs 2.28 Cr | 4 BHK 2075 Sq. Ft. Apartment, Saleable, 2075 Sq., Carpet, 1364 Sq. Ft., Rs 2.78 Cr"
332831,"[('Saleable', '3 BHK 1700 Sq. Ft. Apartment', '(Carpet)', '1138 Sq. Ft.', 'Rs 2.43 Cr'), ('Saleable', '3 BHK 2040 Sq. Ft. Apartment', '(Carpet)', '1346 Sq. Ft.', 'Rs 2.92 Cr'), ('Saleable', '3 BHK 2555 Sq. Ft. Apartment', '(Carpet)', '1618 Sq. Ft.', 'Rs 3.65 Cr'), ('Saleable', '4 BHK 3355 Sq. Ft. Apartment', '(Carpet)', '2067 Sq. Ft.', 'Rs 4.80 Cr')]","3 BHK 1700 Sq. Ft. Apartment, Saleable, 1700 Sq., Carpet, 1138 Sq. Ft., Rs 2.43 Cr | 3 BHK 2040 Sq. Ft. Apartment, Saleable, 2040 Sq., Carpet, 1346 Sq. Ft., Rs 2.92 Cr | 3 BHK 2555 Sq. Ft. Apartment, Saleable, 2555 Sq., Carpet, 1618 Sq. Ft., Rs 3.65 Cr | 4 BHK 3355 Sq. Ft. Apartment, Saleable, 3355 Sq., Carpet, 2067 Sq. Ft., Rs 4.80 Cr"
400435,"[('Saleable', '2 BHK 1040 Sq. Ft. Apartment', '(Carpet)', '637 Sq. Ft.', 'Rs 1.12 Cr'), ('Saleable', '2 BHK 1230 Sq. Ft. Apartment', '(Carpet)', '736 Sq. Ft.', 'Rs 1.36 Cr'), ('Saleable', '3 BHK 1575 Sq. Ft. Apartment', '(Carpet)', '991 Sq. Ft.', 'Rs 1.84 Cr'), ('Saleable', '3 BHK 1395 Sq. Ft. Apartment', '(Carpet)', '875 Sq. Ft.', 'Rs 1.58 Cr'), ('Saleable', '4 BHK 1780 Sq. Ft. Apartment', '(Carpet)', '1121 Sq. Ft.', 'Rs 2.07 Cr')]","2 BHK 1040 Sq. Ft. Apartment, Saleable, 1040 Sq., Carpet, 637 Sq. Ft., Rs 1.12 Cr | 2 BHK 1230 Sq. Ft. Apartment, Saleable, 1230 Sq., Carpet, 736 Sq. Ft., Rs 1.36 Cr | 3 BHK 1575 Sq. Ft. Apartment, Saleable, 1575 Sq., Carpet, 991 Sq. Ft., Rs 1.84 Cr | 3 BHK 1395 Sq. Ft. Apartment, Saleable, 1395 Sq., Carpet, 875 Sq. Ft., Rs 1.58 Cr | 4 BHK 1780 Sq. Ft. Apartment, Saleable, 1780 Sq., Carpet, 1121 Sq. Ft., Rs 2.07 Cr"
303,"[('Saleable', '2 BHK 1790 Sq. Ft. Apartment', '(Saleable)', '1790 Sq. Ft.', 'Rs 2.24 Cr')]","2 BHK 1790 Sq. Ft. Apartment, Saleable, 1790 Sq., Saleable, 1790 Sq. Ft., Rs 2.24 Cr"
375353,"[('Saleable', '3 BHK 1300 Sq. Ft. Apartment', '(Carpet)', '760 Sq. Ft.', 'Rs 1.74 Cr'), ('Saleable', '3 BHK 1900 Sq. Ft. Apartment', '(Carpet)', '1118 Sq. Ft.', 'Rs 2.55 Cr')]","3 BHK 1300 Sq. Ft. Apartment, Saleable, 1300 Sq., Carpet, 760 Sq. Ft., Rs 1.74 Cr | 3 BHK 1900 Sq. Ft. Apartment, Saleable, 1900 Sq., Carpet, 1118 Sq. Ft., Rs 2.55 Cr"
409753,"[('Saleable', '3 BHK 1800 Sq. Ft. Apartment', '(Saleable)', '1800 Sq. Ft.', 'Rs 3.10 Cr'), ('Saleable', '3 BHK 2500 Sq. Ft. Apartment', '(Saleable)', '2500 Sq. Ft.', 'Rs 4.30 Cr'), ('Saleable', '4 BHK 3250 Sq. Ft. Apartment', '(Saleable)', '3250 Sq. Ft.', 'Rs 5.59 Cr')]","3 BHK 1800 Sq. Ft. Apartment, Saleable, 1800 Sq., Saleable, 1800 Sq. Ft., Rs 3.10 Cr | 3 BHK 2500 Sq. Ft. Apartment, Saleable, 2500 Sq., Saleable, 2500 Sq. Ft., Rs 4.30 Cr | 4 BHK 3250 Sq. Ft. Apartment, Saleable, 3250 Sq., Saleable, 3250 Sq. Ft., Rs 5.59 Cr"
425268,"[('Saleable', '3 BHK 1758 Sq. Ft. Apartment', '(Saleable)', '1758 Sq. Ft.', 'Rs 3.55 Cr'), ('Saleable', '3 BHK 2432 Sq. Ft. Apartment', '(Saleable)', '2432 Sq. Ft.', 'Rs 4.91 Cr'), ('Saleable', '4 BHK 3221 Sq. Ft. Apartment', '(Saleable)', '3221 Sq. Ft.', 'Rs 6.50 Cr')]","3 BHK 1758 Sq. Ft. Apartment, Saleable, 1758 Sq., Saleable, 1758 Sq. Ft., Rs 3.55 Cr | 3 BHK 2432 Sq. Ft. Apartment, Saleable, 2432 Sq., Saleable, 2432 Sq. Ft., Rs 4.91 Cr | 4 BHK 3221 Sq. Ft. Apartment, Saleable, 3221 Sq., Saleable, 3221 Sq. Ft., Rs 6.50 Cr"
376821,"[('Saleable', '3 BHK 2350 Sq. Ft. Apartment', '(Carpet)', '1519 Sq. Ft.', 'Rs 3.76 Cr'), ('Saleable', '4 BHK 3300 Sq. Ft. Apartment', '(Carpet)', '2251 Sq. Ft.', 'Rs 5.28 Cr')]","3 BHK 2350 Sq. Ft. Apartment, Saleable, 2350 Sq., Carpet, 1519 Sq. Ft., Rs 3.76 Cr | 4 BHK 3300 Sq. Ft. Apartment, Saleable, 3300 Sq., Carpet, 2251 Sq. Ft., Rs 5.28 Cr"
344889,"[('Saleable', '4 BHK 4700 Sq. Ft. Apartment', '(Carpet)', '2782 Sq. Ft.', 'Rs 9.63 Cr')]","4 BHK 4700 Sq. Ft. Apartment, Saleable, 4700 Sq., Carpet, 2782 Sq. Ft., Rs 9.63 Cr"
378409,"[('Saleable', '2 BHK 1350 Sq. Ft. Apartment', '(Carpet)', '804 Sq. Ft.', 'Rs 2.29 Cr'), ('Saleable', '2 BHK 1360 Sq. Ft. Apartment', '(Carpet)', '815 Sq. Ft.', 'Rs 2.31 Cr'), ('Saleable', '3 BHK 1775 Sq. Ft. Apartment', '(Carpet)', '1181 Sq. Ft.', 'Rs 3.02 Cr'), ('Saleable', '3 BHK 1785 Sq. Ft. Apartment', '(Carpet)', '1185 Sq. Ft.', 'Rs 3.03 Cr')]","2 BHK 1350 Sq. Ft. Apartment, Saleable, 1350 Sq., Carpet, 804 Sq. Ft., Rs 2.29 Cr | 2 BHK 1360 Sq. Ft. Apartment, Saleable, 1360 Sq., Carpet, 815 Sq. Ft., Rs 2.31 Cr | 3 BHK 1775 Sq. Ft. Apartment, Saleable, 1775 Sq., Carpet, 1181 Sq. Ft., Rs 3.02 Cr | 3 BHK 1785 Sq. Ft. Apartment, Saleable, 1785 Sq., Carpet, 1185 Sq. Ft., Rs 3.03 Cr"
382046,"[('Saleable', '3 BHK 2350 Sq. Ft. Apartment', '(Carpet)', '1430 Sq. Ft.', 'Rs 3.29 Cr'), ('Saleable', '5 BHK 3200 Sq. Ft. Apartment', '(Carpet)', '2040 Sq. Ft.', 'Rs 4.48 Cr')]","3 BHK 2350 Sq. Ft. Apartment, Saleable, 2350 Sq., Carpet, 1430 Sq. Ft., Rs 3.29 Cr | 5 BHK 3200 Sq. Ft. Apartment, Saleable, 3200 Sq., Carpet, 2040 Sq. Ft., Rs 4.48 Cr"
10130,"[('Saleable', '3 BHK 1750 Sq. Ft. Apartment', '(Saleable)', '1750 Sq. Ft.', 'Rs 2.86 Cr'), ('Saleable', '3 BHK 2300 Sq. Ft. Apartment', '(Saleable)', '2300 Sq. Ft.', 'Rs 3.75 Cr'), ('Saleable', '4 BHK 3200 Sq. Ft. Apartment', '(Saleable)', '3200 Sq. Ft.', 'Rs 5.18 Cr')]","3 BHK 1750 Sq. Ft. Apartment, Saleable, 1750 Sq., Saleable, 1750 Sq. Ft., Rs 2.86 Cr | 3 BHK 2300 Sq. Ft. Apartment, Saleable, 2300 Sq., Saleable, 2300 Sq. Ft., Rs 3.75 Cr | 4 BHK 3200 Sq. Ft. Apartment, Saleable, 3200 Sq., Saleable, 3200 Sq. Ft., Rs 5.18 Cr"
410631,"[('Saleable', '3 BHK 3200 Sq. Ft. Apartment', '(Saleable)', '3200 Sq. Ft.', 'Rs 8.00 Cr'), ('Saleable', '4 BHK 4200 Sq. Ft. Apartment', '(Saleable)', '4200 Sq. Ft.', 'Rs 10.92 Cr'), ('Saleable', '4 BHK 4315 Sq. Ft. Apartment', '(Saleable)', '4315 Sq. Ft.', 'Rs 11.21 Cr'), ('Saleable', '5 BHK 5935 Sq. Ft. Apartment', '(Saleable)', '5935 Sq. Ft.', 'Rs 17.80 Cr'), ('Saleable', '5 BHK 6220 Sq. Ft. Apartment', '(Saleable)', '6220 Sq. Ft.', 'Rs 18.65 Cr'), ('Saleable', '210 Sq. Ft. Retail Shop', '(Saleable)', '210 Sq. Ft.', 'Rs 68.25 Lac'), ('Saleable', '750 Sq. Ft. Retail Shop', '(Saleable)', '750 Sq. Ft.', 'Rs 2.44 Cr')]","3 BHK 3200 Sq. Ft. Apartment, Saleable, 3200 Sq., Saleable, 3200 Sq. Ft., Rs 8.00 Cr | 4 BHK 4200 Sq. Ft. Apartment, Saleable, 4200 Sq., Saleable, 4200 Sq. Ft., Rs 10.92 Cr | 4 BHK 4315 Sq. Ft. Apartment, Saleable, 4315 Sq., Saleable, 4315 Sq. Ft., Rs 11.21 Cr | 5 BHK 5935 Sq. Ft. Apartment, Saleable, 5935 Sq., Saleable, 5935 Sq. Ft., Rs 17.80 Cr | 5 BHK 6220 Sq. Ft. Apartment, Saleable, 6220 Sq., Saleable, 6220 Sq. Ft., Rs 18.65 Cr | 210 BHK Ft. Retail Shop, Saleable, Ft. Retail, Saleable, 210 Sq. Ft., Rs 68.25 Lac | 750 BHK Ft. Retail Shop, Saleable, Ft. Retail, Saleable, 750 Sq. Ft., Rs 2.44 Cr"
269167,"[('Saleable', '4 BHK 4177 Sq. Ft. Villa', '(Saleable)', '4177 Sq. Ft.', 'Rs 4.51 Cr'), ('Saleable', '4 BHK 5335 Sq. Ft. Villa', '(Saleable)', '5335 Sq. Ft.', 'Rs 5.76 Cr')]","4 BHK 4177 Sq. Ft. Villa, Saleable, 4177 Sq., Saleable, 4177 Sq. Ft., Rs 4.51 Cr | 4 BHK 5335 Sq. Ft. Villa, Saleable, 5335 Sq., Saleable, 5335 Sq. Ft., Rs 5.76 Cr"
409011,"[('Saleable', '3 BHK 1350 Sq. Ft. Apartment', '(Saleable)', '1350 Sq. Ft.', 'Rs 1.38 Cr'), ('Saleable', '3 BHK 1545 Sq. Ft. Apartment', '(Saleable)', '1545 Sq. Ft.', 'Rs 1.58 Cr'), ('Saleable', '4 BHK 2010 Sq. Ft. Apartment', '(Saleable)', '2010 Sq. Ft.', 'Rs 2.05 Cr')]","3 BHK 1350 Sq. Ft. Apartment, Saleable, 1350 Sq., Saleable, 1350 Sq. Ft., Rs 1.38 Cr | 3 BHK 1545 Sq. Ft. Apartment, Saleable, 1545 Sq., Saleable, 1545 Sq. Ft., Rs 1.58 Cr | 4 BHK 2010 Sq. Ft. Apartment, Saleable, 2010 Sq., Saleable, 2010 Sq. Ft., Rs 2.05 Cr"
433611,"[('Saleable', '2 BHK 1066 Sq. Ft. Apartment', '(Saleable)', '1066 Sq. Ft.', 'Rs 95.94 Lac'), ('Saleable', '2 BHK 1302 Sq. Ft. Apartment', '(Saleable)', '1302 Sq. Ft.', 'Rs 1.17 Cr'), ('Saleable', '3 BHK 1582 Sq. Ft. Apartment', '(Saleable)', '1582 Sq. Ft.', 'Rs 1.42 Cr'), ('Saleable', '3 BHK 1953 Sq. Ft. Apartment', '(Saleable)', '1953 Sq. Ft.', 'Rs 1.76 Cr'), ('Saleable', '4 BHK 2566 Sq. Ft. Apartment', '(Saleable)', '2566 Sq. Ft.', 'Rs 2.31 Cr'), ('Saleable', '4 BHK 2644 Sq. Ft. Apartment', '(Saleable)', '2644 Sq. Ft.', 'Rs 2.38 Cr')]","2 BHK 1066 Sq. Ft. Apartment, Saleable, 1066 Sq., Saleable, 1066 Sq. Ft., Rs 95.94 Lac | 2 BHK 1302 Sq. Ft. Apartment, Saleable, 1302 Sq., Saleable, 1302 Sq. Ft., Rs 1.17 Cr | 3 BHK 1582 Sq. Ft. Apartment, Saleable, 1582 Sq., Saleable, 1582 Sq. Ft., Rs 1.42 Cr | 3 BHK 1953 Sq. Ft. Apartment, Saleable, 1953 Sq., Saleable, 1953 Sq. Ft., Rs 1.76 Cr | 4 BHK 2566 Sq. Ft. Apartment, Saleable, 2566 Sq., Saleable, 2566 Sq. Ft., Rs 2.31 Cr | 4 BHK 2644 Sq. Ft. Apartment, Saleable, 2644 Sq., Saleable, 2644 Sq. Ft., Rs 2.38 Cr"
433855,"[('Saleable', '3 BHK 2290 Sq. Ft. Apartment', '(Saleable)', '2290 Sq. Ft.', 'Rs 2.86 Cr'), ('Saleable', '4 BHK 3200 Sq. Ft. Apartment', '(Saleable)', '3200 Sq. Ft.', 'Rs 4.00 Cr'), ('Saleable', '4 BHK 4190 Sq. Ft. Apartment', '(Saleable)', '4190 Sq. Ft.', 'Rs 5.24 Cr')]","3 BHK 2290 Sq. Ft. Apartment, Saleable, 2290 Sq., Saleable, 2290 Sq. Ft., Rs 2.86 Cr | 4 BHK 3200 Sq. Ft. Apartment, Saleable, 3200 Sq., Saleable, 3200 Sq. Ft., Rs 4.00 Cr | 4 BHK 4190 Sq. Ft. Apartment, Saleable, 4190 Sq., Saleable, 4190 Sq. Ft., Rs 5.24 Cr"
373839,"[('Saleable', '2 BHK 1090 Sq. Ft. Apartment', '(Carpet)', '615 Sq. Ft.', 'Rs 1.14 Cr'), ('Saleable', '3 BHK 1250 Sq. Ft. Apartment', '(Carpet)', '642 Sq. Ft.', 'Rs 1.31 Cr'), ('Saleable', '3 BHK 1275 Sq. Ft. Apartment', '(Carpet)', '644 Sq. Ft.', 'Rs 1.34 Cr')]","2 BHK 1090 Sq. Ft. Apartment, Saleable, 1090 Sq., Carpet, 615 Sq. Ft., Rs 1.14 Cr | 3 BHK 1250 Sq. Ft. Apartment, Saleable, 1250 Sq., Carpet, 642 Sq. Ft., Rs 1.31 Cr | 3 BHK 1275 Sq. Ft. Apartment, Saleable, 1275 Sq., Carpet, 644 Sq. Ft., Rs 1.34 Cr"
